Attaching to sophia-in-a-box-master_broker_1
[36mbroker_1                |[0m 
[36mbroker_1                |[0m [2020-11-06 05:39:39,791] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:41,793] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:43,797] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:45,800] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:46,980] DEBUG Begin publishing metrics (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:46,982] DEBUG Read VolumeInfo{name=/dev/vda1, usableBytes=21489655808, totalBytes=62725623808, logDirs=[/var/lib/kafka/data]} (io.confluent.metrics.reporter.VolumeMetricsProvider)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 1014 with offset 179 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 1778 with offset 180 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 1919 with offset 181 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 2006 with offset 182 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3896 with offset 180 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3709 with offset 181 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 1763 with offset 179 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3566 with offset 180 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3539 with offset 181 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3668 with offset 179 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3607 with offset 180 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3615 with offset 181 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 2217 with offset 182 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 7164 with offset 179 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 1792 with offset 180 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 2164 with offset 181 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 3586 with offset 182 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 2116 with offset 179 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 1935 with offset 180 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,016] DEBUG Produced metrics message of size 1905 with offset 181 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 3449 with offset 182 to topic partition _confluent-metrics-5 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 3696 with offset 180 to topic partition _confluent-metrics-6 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 1992 with offset 181 to topic partition _confluent-metrics-6 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 2203 with offset 182 to topic partition _confluent-metrics-6 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 1258 with offset 180 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 3563 with offset 181 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 2985 with offset 182 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 2189 with offset 179 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 1778 with offset 180 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 2427 with offset 181 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 2175 with offset 182 to topic partition _confluent-metrics-4 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 1891 with offset 179 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 15252 with offset 180 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 1807 with offset 181 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 53243 with offset 179 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 1580 with offset 180 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 3922 with offset 181 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 2516 with offset 182 to topic partition _confluent-metrics-2 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 87 with offset 179 to topic partition _confluent-metrics-0 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 1863 with offset 180 to topic partition _confluent-metrics-0 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 2413 with offset 181 to topic partition _confluent-metrics-0 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,017] DEBUG Produced metrics message of size 3380 with offset 182 to topic partition _confluent-metrics-0 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,517] DEBUG Produced metrics message of size 31617 with offset 182 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,517] DEBUG Produced metrics message of size 2583 with offset 183 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,517] DEBUG Produced metrics message of size 3354 with offset 182 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,517] DEBUG Produced metrics message of size 3433 with offset 183 to topic partition _confluent-metrics-3 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,517] DEBUG Produced metrics message of size 59373 with offset 182 to topic partition _confluent-metrics-1 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:39:47,771] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:49,774] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:51,776] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:53,780] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:55,783] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:57,790] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 3ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:39:59,793] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 2ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:40:01,795] DEBUG Got ping response for sessionid: 0x10000bf27630001 after 1ms (org.apache.zookeeper.ClientCnxn)
[36mbroker_1                |[0m [2020-11-06 05:40:01,980] DEBUG Begin publishing metrics (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 2110 with offset 183 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 1935 with offset 184 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 1905 with offset 185 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 3455 with offset 186 to topic partition _confluent-metrics-11 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 1258 with offset 184 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 3569 with offset 185 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 2985 with offset 186 to topic partition _confluent-metrics-9 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 3901 with offset 183 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 3712 with offset 184 to topic partition _confluent-metrics-10 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 1891 with offset 183 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 15252 with offset 184 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 1807 with offset 185 to topic partition _confluent-metrics-7 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 53168 with offset 183 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
[36mbroker_1                |[0m [2020-11-06 05:40:02,020] DEBUG Produced metrics message of size 1580 with offset 184 to topic partition _confluent-metrics-8 (io.confluent.metrics.reporter.ConfluentMetricsReporter)
